13,38,10204,10229,6560.6,780.91,780.91,6560.6
13,38,10203,10228,6494.7,830.59,830.59,6494.7
13,38,10202,10227,6458.8,705,705,6458.8
13,38,10201,10226,6505.9,769.93,769.93,6505.9
13,38,10200,10225,6456.9,779.01,779.01,6456.9
13,38,10199,10224,6599,742.92,742.92,6599
13,38,10198,10223,6521.3,846,846,6521.3
13,38,10197,10222,6669.3,788.98,788.98,6669.3
13,38,10196,10221,6541.8,949.25,949.25,6541.8
13,38,10195,10220,6634.8,784.97,784.97,6634.8
13,38,10194,10219,6508,863.04,863.04,6508
13,38,10193,10218,6575.8,705.35,705.35,6575.8
13,38,10192,10217,6544.6,819.89,819.89,6544.6
13,38,10191,10216,6569.8,717.92,717.92,6569.8
13,38,10190,10215,6660,740.91,740.91,6660
13,38,10189,10214,6628.6,760.67,760.67,6628.6
13,38,10188,10213,6736.2,781.77,781.77,6736.2
13,38,10187,10212,6617.1,874.53,874.53,6617.1
13,38,10186,10211,6714.3,769.53,769.53,6714.3
13,38,10185,10210,6551.7,838.04,838.04,6551.7
13,38,10184,10209,6646.4,714.19,714.19,6646.4
13,38,10183,10208,6561.2,855.83,855.83,6561.2
13,38,10182,10207,6662.7,692.17,692.17,6662.7
13,38,10181,10206,6664.6,767.33,767.33,6664.6
13,38,10180,10205,6709.6,696.51,696.51,6709.6
13,38,10179,10204,6746.4,774.09,774.09,6746.4
13,38,10178,10203,6689.6,742.95,742.95,6689.6
13,38,10177,10202,6739.9,728.07,728.07,6739.9
13,38,10176,10201,6602.8,733,733,6602.8
13,38,10175,10200,6701.4,700.17,700.17,6701.4
13,38,10174,10199,6605.4,809.99,809.99,6605.4
13,38,10173,10198,6623.9,635.77,635.77,6623.9
13,38,10172,10197,6526.9,752.46,752.46,6526.9
13,38,10171,10196,6799.8,683.58,683.58,6799.8
13,38,10170,10195,6738.2,816.42,816.42,6738.2
13,38,10169,10194,6754.6,684.24,684.24,6754.6
13,38,10168,10193,6719.7,722.48,722.48,6719.7
13,38,10167,10192,6683.5,626.02,626.02,6683.5
13,38,10166,10191,6731,687.97,687.97,6731
13,38,10165,10190,6670.9,688.79,688.79,6670.9
13,38,10164,10189,6794.9,657.41,657.41,6794.9
13,38,10163,10188,6739,737.73,737.73,6739
13,38,10162,10187,6850.4,683.78,683.78,6850.4
13,38,10161,10186,6742.1,816.18,816.18,6742.1
13,38,10160,10185,6823.6,673.51,673.51,6823.6
13,38,10159,10184,6711.1,754.98,754.98,6711.1
13,38,10158,10183,6746.3,609.84,609.84,6746.3
13,38,10157,10182,6735.3,715.6,715.6,6735.3
13,38,10156,10181,6759.3,612.19,612.19,6759.3
13,38,10155,10180,6815.8,646.94,646.94,6815.8
13,38,10154,10179,6803.2,628.15,628.15,6803.2
13,38,10153,10178,6882.6,659.64,659.64,6882.6
13,38,10152,10177,6797.4,700.89,700.89,6797.4
13,38,10151,10176,6863,649.08,649.08,6863
13,38,10150,10175,6735.7,696.86,696.86,6735.7
13,38,10149,10174,6820.1,606.76,606.76,6820.1
13,38,10148,10173,6738.9,725.95,725.95,6738.9
13,38,10147,10172,6834,597.53,597.53,6834
13,38,10146,10171,6812.7,679.64,679.64,6812.7
13,38,10145,10170,6887.4,586.38,586.38,6887.4
13,38,10144,10169,6886.8,669.42,669.42,6886.8
13,38,10143,10168,6866.6,606.01,606.01,6866.6
13,38,10142,10167,6885.2,620.62,620.62,6885.2
13,38,10141,10166,6800.6,577.85,577.85,6800.6
13,38,10140,10165,6871.8,588.3,588.3,6871.8
13,38,10139,10164,6807.3,648.71,648.71,6807.3
13,38,10138,10163,6918.6,587.31,587.31,6918.6
13,38,10137,10162,6861.4,672.63,672.63,6861.4
13,38,10136,10161,6965.9,591.14,591.14,6965.9
13,38,10135,10160,6906.8,716.29,716.29,6906.8
13,38,10134,10159,6941.2,585.13,585.13,6941.2
13,38,10133,10158,6886.8,644.7,644.7,6886.8
13,38,10132,10157,6879.7,537.14,537.14,6879.7
13,38,10131,10156,6905.6,585.87,585.87,6905.6
13,38,10130,10155,6887.2,557.5,557.5,6887.2
13,38,10129,10154,6975.6,565.38,565.38,6975.6
13,38,10128,10153,6922.1,599.37,599.37,6922.1
13,38,10127,10152,7022.4,580.04,580.04,7022.4
13,38,10126,10151,6925.1,675.35,675.35,6925.1
13,38,10125,10150,6986.2,571.99,571.99,6986.2
