7,13,20,32,38,63,514.23,6517.4,378.35,156,753.19,162.55
5,13,20,32,38,63,250.91,6546.9,462.32,126.42,811.4,182.67
6,13,20,32,38,44,161.29,6520.8,488.32,187.42,768.44,128.31
13,26,38,62,87,10152,6686.7,139.19,745.35,203.36,244.1,244.1
7,13,19,32,38,45,431.13,6563.4,519.59,191.25,973.43,118.15
7,13,19,21,25,27,581.09,6662,502.64,185.34,159.37,110.97
7,13,19,21,26,32,524.69,6565.5,559.8,208.62,196.49,149.48
7,13,19,26,31,38,601.11,6517,560.14,181.99,154.48,825.03
7,13,20,25,27,32,459.11,6558.4,375.53,180.37,106.13,162.14
7,13,20,26,38,44,336.57,6464.4,491.41,218.31,876.46,162.93
5,13,20,26,32,38,301.57,6645,400.57,183.41,123.27,764.36
7,13,20,27,31,38,355,6580,408.05,158.2,133.1,877.02
7,13,25,27,32,38,417.9,6670.2,201.54,128.69,132.53,687.89
7,13,19,21,26,31,617.88,6717.3,512.26,175.45,163.12,131.84
7,13,19,21,26,31,468.96,6631.8,584.49,227.49,197.29,165.42
7,13,19,25,32,38,586.1,6725.9,456.4,141.28,105.65,923.9
7,13,19,38,44,62,394.56,6550.9,456.79,1003.6,142.16,268.25
13,20,26,32,38,62,6656.6,361.93,143.2,159.03,761.3,215.82
5,13,20,31,38,63,194.32,6600.5,466.24,141.03,829.94,162.65
5,13,20,32,38,44,188.12,6626,454.49,177.49,728.65,103.96
7,13,19,26,38,62,509.17,6713,388.35,122.51,751.79,228.46
7,13,19,32,38,44,471.74,6627.8,548.29,178.98,812.8,118.68
7,13,19,21,25,31,685.35,6795.2,510.37,146.45,132.47,120.68
7,13,19,21,26,32,458.08,6711.9,549.85,230.28,186.13,168.06
7,13,19,26,32,38,533.56,6778.7,450.02,160.66,133.55,864.13
13,20,25,27,32,38,6748,372.78,198.95,120.43,150.96,903.38
13,20,32,38,62,87,6654.3,446.63,165.66,807.33,208.08,247.95
5,13,20,26,32,38,286.28,6729.7,375.76,164.29,104.44,741.36
7,13,20,25,32,38,402.94,6596.7,409.14,219.26,152.14,870.04
7,13,19,25,28,31,523.01,6721.1,430.58,187.14,102.05,108.93
7,13,19,21,26,38,622.61,6694.6,582.17,176.7,174.69,786.64
7,13,19,21,26,31,620.44,6771.6,567.83,177.49,183.9,156.35
7,13,19,25,27,32,518.39,6855,419.01,166.59,104.18,144.32
7,13,25,31,38,44,369.55,6784.1,208.88,148.13,922.98,124.79
6,13,20,26,32,38,302.03,6886.2,328.87,140.19,146.47,860.93
6,13,20,31,38,44,127.74,6724.4,440.46,142.71,944.25,139.14
6,13,20,25,27,32,236.33,6749,400.66,184.91,133.59,147.05
7,13,19,31,38,62,595.73,6721.2,475.77,110.74,757.77,199.38
7,13,19,26,31,38,525.42,6676,554.52,161.62,139.19,713.36
7,13,19,22,38,62,727.02,6803.8,554.93,121.44,701.83,261.62
7,13,19,21,26,32,532,6749.3,584.56,216.88,165.26,122.53
7,13,19,26,32,38,544.72,6932.4,390.76,125.1,124.28,695.67
13,20,27,31,38,62,6876.9,370.11,137.86,120.22,879.66,212.43
6,13,20,25,27,32,231.83,6907,364.17,188.22,136.66,180.01
6,13,20,26,32,38,273.5,6897.7,331.85,150.7,100.53,836.23
7,13,20,32,38,44,295.42,6741.4,386.97,187.85,780.67,106.81
7,13,19,25,31,38,636.49,6802.1,500.48,158.62,114.58,712.45
7,13,19,21,26,32,610.38,6679.7,643.26,181.42,165.84,131.6
7,13,19,22,26,31,709.02,6800.6,574.53,126.37,155.69,115.52
7,13,19,25,27,32,495.38,6825.4,463.33,186.92,106.91,135.78
7,13,19,25,27,31,469.42,6892.4,383.31,195.95,128.03,145.67
6,13,20,26,32,38,260.83,6999.3,318.02,150.37,166.37,694.43
6,13,20,26,32,38,104.93,6906.5,388.32,178.31,139.12,872.48
6,13,20,25,27,31,266.78,6967.8,303.63,149.09,101.75,105.11
7,13,19,38,45,62,434.73,6819,492.17,876.01,100.11,257.98
7,13,19,26,31,38,572.48,6803.5,562.78,150.45,161.44,662.67
7,13,19,21,32,38,729.82,6808.4,607.96,130.23,107.61,688.43
7,13,19,21,31,38,647.31,6779.3,611.37,178.44,136.23,675.52
7,13,19,26,32,38,526.65,6929.4,372.29,111.16,119.93,638.54
7,13,20,31,38,44,330.09,6894,367.31,133.37,739.72,142.35
6,13,20,32,38,62,248.67,7053,308.65,155.05,626.72,276.02
13,20,26,31,38,62,7012.8,314.15,158.98,143.25,786.7,226.42
13,20,26,31,38,62,7001.9,304.59,172.34,148.89,729.22,233.81
7,13,19,25,31,38,531.97,6992.7,502.25,140.9,100.79,778.75
7,13,19,21,31,38,509.12,6837.4,627.42,182.08,128.8,738.9
7,13,19,21,26,31,736.84,6902.2,567.16,105.22,115.74,100.87
7,13,19,25,27,31,534.02,6804.8,533.43,208.75,112.82,102.72
7,13,19,25,32,38,491.97,6943.5,362.29,184.22,130.52,616.93
6,13,20,26,32,38,167.61,6966.3,341.87,168.29,116.83,664.02
6,13,20,26,32,38,170.65,7015.4,337.58,176.6,179.93,569.24
13,19,25,31,38,62,7097.9,290.59,148.44,123.33,637.4,271.52
7,13,19,25,32,38,313.85,7006.4,412.93,169.59,137.79,775.14
7,13,19,21,26,31,506.71,7047.9,474.9,129.33,115.42,120.28
