6,13,20,38,281.75,6560.6,286.96,780.91
7,13,38,87,378.41,6494.7,830.59,259.3
7,13,38,10202,374.41,6458.8,705,705
7,13,38,10201,489.38,6505.9,769.93,769.93
7,13,38,87,360.63,6456.9,779.01,244.45
13,38,10199,10224,6599,742.92,742.92,6599
13,20,38,62,6521.3,344.51,846,245.98
6,13,20,38,320.54,6669.3,264.71,788.98
13,20,38,62,6541.8,360.15,949.25,241.27
6,13,20,38,302.44,6634.8,265.15,784.97
7,13,38,10194,289.26,6508,863.04,863.04
7,13,38,10193,392.7,6575.8,705.35,705.35
7,13,38,10192,428.04,6544.6,819.89,819.89
7,13,38,10191,413.43,6569.8,717.92,717.92
7,13,38,10190,368.56,6660,740.91,740.91
13,38,10189,10214,6628.6,760.67,760.67,6628.6
6,13,20,38,301.27,6736.2,270.42,781.77
13,20,38,62,6617.1,349.81,874.53,256.39
6,13,20,38,306.52,6714.3,238.87,769.53
13,38,62,10161,6551.7,838.04,281.43,281.43
7,13,38,10184,403.16,6646.4,714.19,714.19
7,13,19,38,349.17,6561.2,401.56,855.83
7,13,19,38,437.99,6662.7,352.27,692.17
7,13,38,10181,315.1,6664.6,767.33,767.33
7,13,38,10180,325.99,6709.6,696.51,696.51
6,13,20,38,262.69,6746.4,276.35,774.09
13,20,38,10178,6689.6,322.62,742.95,742.95
6,13,20,38,288.54,6739.9,242.33,728.07
13,20,38,62,6602.8,303.8,733,250.59
7,13,38,10175,396.33,6701.4,700.17,700.17
7,13,38,62,281.49,6605.4,809.99,279.47
3,7,13,19,253.81,429.15,6623.9,323
7,13,38,62,274.38,6526.9,752.46,245.13
7,13,38,10171,362.22,6799.8,683.58,683.58
13,20,38,10170,6738.2,289.86,816.42,816.42
6,13,20,38,239.31,6754.6,276.35,684.24
13,20,38,10168,6719.7,257.13,722.48,722.48
13,20,38,10167,6683.5,278.26,626.02,626.02
7,13,38,10166,362.72,6731,687.97,687.97
7,13,38,10165,262.39,6670.9,688.79,688.79
7,13,19,38,436.44,6794.9,314.2,657.41
7,13,19,38,287.17,6739,381.67,737.73
7,13,38,10162,365.02,6850.4,683.78,683.78
13,20,38,62,6742.1,282.7,816.18,274.15
6,13,38,62,263.77,6823.6,673.51,250.61
13,20,38,62,6711.1,286.55,754.98,244.73
13,20,38,10158,6746.3,242.61,609.84,609.84
13,38,10157,10182,6735.3,715.6,715.6,6735.3
13,38,10156,10181,6759.3,612.19,612.19,6759.3
7,13,19,38,398.68,6815.8,327.55,646.94
7,13,19,38,346,6803.2,366.92,628.15
7,13,38,10153,348.87,6882.6,659.64,659.64
7,13,38,62,239.54,6797.4,700.89,243.19
6,13,38,10151,257.66,6863,649.08,649.08
13,20,38,62,6735.7,281.36,696.86,288.04
6,13,38,10149,246.38,6820.1,606.76,606.76
13,20,38,62,6738.9,252.11,725.95,247.34
13,38,10147,10172,6834,597.53,597.53,6834
7,13,19,38,316.56,6812.7,349.59,679.64
7,13,19,38,364.95,6887.4,338.36,586.38
7,13,19,38,300.98,6886.8,300.77,669.42
7,13,38,10143,301.32,6866.6,606.01,606.01
13,38,62,10118,6885.2,620.62,235.03,235.03
13,20,38,10141,6800.6,252.85,577.85,577.85
13,38,10140,10165,6871.8,588.3,588.3,6871.8
13,20,38,62,6807.3,254.31,648.71,259.03
13,38,10138,10163,6918.6,587.31,587.31,6918.6
7,13,19,38,248.02,6861.4,340.84,672.63
7,13,19,38,379.21,6965.9,310.9,591.14
7,13,19,38,252.02,6906.8,337.63,716.29
7,13,19,38,326.28,6941.2,287.99,585.13
13,38,10133,10158,6886.8,644.7,644.7,6886.8
13,38,10132,10157,6879.7,537.14,537.14,6879.7
13,38,10131,10156,6905.6,585.87,585.87,6905.6
13,20,38,10130,6887.2,236.98,557.5,557.5
13,38,10129,10154,6975.6,565.38,565.38,6975.6
13,19,38,62,6922.1,311.77,599.37,239.25
7,13,19,38,368.52,7022.4,294.75,580.04
13,19,38,62,6925.1,361.38,675.35,270.95
7,13,19,38,339.43,6986.2,281.02,571.99
